,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
358,petropavlovsk-kamchatskiy,20.0,RU,1584213761.0,61.0,53.05,158.65,17.6,4.47
359,la sarre,96.0,CA,1584213627.0,79.0,48.8,-79.2,16.32,12.15
360,cao bang,100.0,VN,1584213826.0,66.0,22.67,106.25,63.84,3.49
361,vieste,75.0,IT,1584213788.0,93.0,41.88,16.18,53.6,4.7
362,inhambane,20.0,MZ,1584213523.0,83.0,-23.86,35.38,78.8,10.2
363,sarangpur,0.0,IN,1584213826.0,25.0,23.57,76.47,64.2,8.08
364,mandalgarh,0.0,IN,1584213826.0,33.0,25.2,75.1,61.5,5.37
365,sciacca,75.0,IT,1584213827.0,87.0,37.51,13.09,57.2,6.93
366,taltal,0.0,CL,1584213827.0,67.0,-25.4,-70.48,69.06,8.05
367,saint anthony,1.0,US,1584213827.0,54.0,45.02,-93.22,32.0,4.7
368,haukipudas,0.0,FI,1584213827.0,78.0,65.18,25.35,17.6,4.7
369,cosala,98.0,MX,1584213827.0,67.0,24.41,-106.69,84.0,8.01
370,dickinson,75.0,US,1584213609.0,61.0,29.46,-95.05,81.0,12.75
371,kabala,25.0,SL,1584213828.0,14.0,9.58,-11.55,97.86,1.95
372,vitim,100.0,RU,1584213752.0,94.0,59.45,112.56,17.4,10.69
373,ca mau,90.0,VN,1584213680.0,88.0,9.18,105.15,75.9,7.36
374,manta,75.0,EC,1584213828.0,79.0,-0.95,-80.73,84.2,8.05
375,sao francisco,99.0,BR,1584213828.0,63.0,-15.95,-44.86,82.92,6.6
376,tsumeb,58.0,NA,1584213747.0,57.0,-19.23,17.72,75.72,9.64
377,coalinga,75.0,US,1584213828.0,48.0,36.14,-120.36,62.6,20.8
378,berbera,74.0,SO,1584213829.0,83.0,10.44,45.01,78.06,11.88
379,russell,1.0,US,1584213268.0,37.0,32.35,-85.2,84.99,6.6
380,forestville,40.0,US,1584213829.0,24.0,38.85,-76.88,57.99,4.7
381,husavik,40.0,IS,1584213252.0,78.0,66.04,-17.34,15.8,4.7
383,marrakesh,75.0,MA,1584213581.0,56.0,31.63,-8.01,68.0,6.93
384,coihaique,75.0,CL,1584213598.0,48.0,-45.58,-72.07,60.8,6.93
385,sigulda,75.0,LV,1584213830.0,72.0,57.15,24.86,32.0,11.41
386,eyl,2.0,SO,1584213783.0,83.0,7.98,49.82,79.68,19.57
387,castro alves,100.0,BR,1584213830.0,81.0,-12.77,-39.43,76.98,8.41
388,sechura,43.0,PE,1584213830.0,84.0,-5.56,-80.82,75.36,12.06
389,bloomingdale,40.0,US,1584213721.0,45.0,27.89,-82.24,88.0,9.17
390,savannah bight,9.0,HN,1584213831.0,77.0,16.45,-85.85,78.96,11.23
391,taoudenni,0.0,ML,1584213664.0,6.0,22.68,-3.98,88.86,7.9
393,puerto del rosario,40.0,ES,1584213831.0,72.0,28.5,-13.86,66.2,14.99
394,yar-sale,100.0,RU,1584213454.0,91.0,66.83,70.83,8.04,18.52
395,port pirie,47.0,AU,1584213832.0,67.0,-33.18,138.02,59.0,11.41
396,kieta,100.0,PG,1584213758.0,79.0,-6.22,155.63,83.1,13.62
397,katsuura,75.0,JP,1584213518.0,75.0,35.13,140.3,41.0,5.82
399,urumqi,0.0,CN,1584213727.0,59.0,43.8,87.6,37.4,2.24
400,teya,100.0,RU,1584213421.0,88.0,60.38,92.63,28.2,13.8
402,moanda,40.0,GA,1584213834.0,74.0,-1.56,13.22,86.0,2.24
403,brazzaville,40.0,CG,1584213621.0,66.0,-4.27,15.28,87.8,1.63
404,pitea,62.0,SE,1584213834.0,68.0,65.32,21.48,26.6,10.29
406,tautira,20.0,PF,1584213476.0,70.0,-17.73,-149.15,86.0,2.24
407,erdenet,27.0,MN,1584213835.0,76.0,49.03,104.08,17.76,2.86
408,canavieiras,75.0,BR,1584213835.0,74.0,-15.68,-38.95,86.0,8.05
409,jutai,52.0,BR,1584213836.0,41.0,-5.18,-68.9,97.86,2.37
410,pacific grove,90.0,US,1584213836.0,71.0,36.62,-121.92,59.0,16.78
411,aswan,0.0,EG,1584213715.0,28.0,24.09,32.91,68.88,9.44
412,esso,0.0,RU,1584213313.0,93.0,55.93,158.7,-9.06,4.74
413,havelock,1.0,US,1584213837.0,31.0,34.88,-76.9,70.0,12.75
414,rundu,100.0,NA,1584213442.0,65.0,-17.93,19.77,76.08,2.17
415,shahpura,0.0,IN,1584213838.0,42.0,27.38,75.97,64.4,3.36
416,asifabad,67.0,IN,1584213838.0,44.0,19.37,79.28,84.54,9.71
417,sayula,40.0,MX,1584213838.0,69.0,19.87,-103.62,82.4,13.87
418,qaqortoq,75.0,GL,1584213473.0,67.0,60.72,-46.03,23.0,3.36
419,kristianstad,0.0,SE,1584213838.0,74.0,56.03,14.15,33.8,6.93
420,walvis bay,0.0,NA,1584213838.0,77.0,-22.96,14.51,66.2,8.05
421,marfino,90.0,RU,1584213839.0,85.0,55.7,37.38,30.2,17.9
422,dunda,97.0,TZ,1584213839.0,94.0,-8.12,34.25,68.7,1.39
423,geraldton,40.0,AU,1584213328.0,83.0,-28.77,114.6,75.2,11.41
424,bogorodskoye,99.0,RU,1584213839.0,82.0,56.55,37.88,22.8,18.25
425,methala,40.0,IN,1584213839.0,88.0,10.22,76.22,80.6,2.24
426,bud,90.0,US,1584213782.0,80.0,39.45,-86.18,39.2,11.41
427,port-gentil,40.0,GA,1584213731.0,89.0,-0.72,8.78,84.2,9.17
428,panguipulli,0.0,CL,1584213840.0,40.0,-39.63,-72.33,73.0,10.29
430,poum,88.0,NC,1584213241.0,82.0,-20.23,164.02,83.28,30.67
431,wasilla,75.0,US,1584213756.0,72.0,61.58,-149.44,19.4,0.31
432,mountain home,75.0,US,1584213840.0,70.0,43.13,-115.69,50.0,10.29
433,hirara,2.0,JP,1584213761.0,68.0,24.8,125.28,60.96,25.1
434,olafsvik,20.0,IS,1584213841.0,60.0,64.89,-23.71,26.76,9.33
435,peniche,0.0,PT,1584213778.0,72.0,39.36,-9.38,62.6,10.29
436,ormara,100.0,PK,1584213841.0,70.0,25.21,64.64,72.48,7.54
437,nhulunbuy,53.0,AU,1584213752.0,94.0,-12.23,136.77,77.0,1.12
438,tuatapere,100.0,NZ,1584213727.0,86.0,-46.13,167.68,51.01,1.01
439,dudinka,75.0,RU,1584213658.0,97.0,69.41,86.18,32.0,24.61
440,port shepstone,4.0,ZA,1584213842.0,95.0,-30.74,30.45,69.78,3.83
441,hasaki,99.0,JP,1584213434.0,100.0,35.73,140.83,33.8,2.24
443,hargeysa,51.0,SO,1584213664.0,87.0,9.56,44.06,66.0,10.49
445,saldanha,31.0,ZA,1584213580.0,82.0,-33.01,17.94,66.2,12.75
446,nouadhibou,0.0,MR,1584213729.0,73.0,20.93,-17.03,69.8,19.46
447,vardo,100.0,NO,1584213673.0,78.0,70.37,31.11,19.56,14.85
448,aksu,1.0,CN,1584213843.0,22.0,41.12,80.26,43.68,7.25
449,xichang,33.0,CN,1584213392.0,90.0,27.9,102.26,37.74,4.88
450,yelizovo,20.0,RU,1584213843.0,61.0,53.19,158.38,17.6,4.47
451,oudtshoorn,90.0,ZA,1584213843.0,88.0,-33.59,22.2,66.2,3.36
452,rocha,35.0,UY,1584213843.0,44.0,-34.48,-54.33,89.58,12.53
453,kosikha,93.0,RU,1584213844.0,59.0,53.36,84.58,35.6,20.13
454,ilulissat,75.0,GL,1584213458.0,77.0,69.22,-51.1,3.2,11.41
455,sosnovo-ozerskoye,0.0,RU,1584213844.0,89.0,52.52,111.54,12.54,2.35
456,semnan,100.0,IR,1584213844.0,20.0,35.57,53.4,65.82,5.35
457,arenzano,40.0,IT,1584213844.0,71.0,44.41,8.68,57.99,8.05
458,kamaishi,91.0,JP,1584213844.0,84.0,39.27,141.88,32.34,7.58
459,balmedie,40.0,GB,1584213845.0,81.0,57.25,-2.06,44.6,19.46
460,luau,87.0,AO,1584213845.0,97.0,-10.71,22.22,66.54,1.72
461,puerto escondido,20.0,MX,1584213845.0,69.0,15.85,-97.07,82.4,8.05
462,along,99.0,IN,1584213845.0,73.0,28.17,94.77,63.66,2.66
463,ola,100.0,RU,1584213845.0,92.0,59.58,151.28,3.54,9.95
464,guiratinga,41.0,BR,1584213687.0,60.0,-16.35,-53.76,87.42,2.66
465,saurimo,52.0,AO,1584213845.0,96.0,-9.66,20.39,66.72,2.98
466,ouro fino,40.0,BR,1584213846.0,58.0,-22.28,-46.37,84.2,3.91
467,san buenaventura,40.0,MX,1584213846.0,48.0,27.08,-101.53,82.4,9.17
468,ariquemes,96.0,BR,1584213555.0,62.0,-9.91,-63.04,89.4,2.01
470,klaksvik,100.0,FO,1584213528.0,74.0,62.23,-6.59,35.6,12.75
471,ha giang,100.0,VN,1584213846.0,77.0,22.83,104.98,61.68,1.34
472,bella union,46.0,UY,1584213847.0,22.0,-30.28,-57.6,103.8,8.19
473,itarema,61.0,BR,1584213394.0,73.0,-2.92,-39.92,85.08,9.19
474,halifax,75.0,CA,1584213648.0,48.0,44.65,-63.57,46.0,16.11
475,carutapera,100.0,BR,1584213735.0,80.0,-1.2,-46.02,81.12,10.69
476,clonakilty,20.0,IE,1584213847.0,87.0,51.62,-8.87,48.0,18.34
477,gambo,99.0,CF,1584213847.0,46.0,4.65,22.26,83.82,2.42
478,bell ville,100.0,AR,1584213847.0,46.0,-32.63,-62.69,89.22,15.46
479,nizhniy tsasuchey,0.0,RU,1584213776.0,69.0,50.52,115.13,12.18,3.38
480,catuday,49.0,PH,1584213848.0,83.0,16.29,119.81,79.68,16.55
481,baiyin,97.0,CN,1584213848.0,26.0,36.56,104.21,41.0,6.71
482,berezovyy,50.0,RU,1584213848.0,89.0,51.67,135.7,4.44,2.06
483,tooele,1.0,US,1584213848.0,44.0,40.53,-112.3,57.2,31.09
484,limbang,75.0,MY,1584213848.0,88.0,4.75,115.0,78.8,2.24
485,la ronge,90.0,CA,1584213849.0,59.0,55.1,-105.28,-0.4,2.24
486,kodinsk,100.0,RU,1584213639.0,93.0,58.69,99.18,30.0,10.33
487,castanos,40.0,MX,1584213849.0,48.0,26.78,-101.42,82.4,9.17
488,salto,75.0,UY,1584213722.0,69.0,-31.38,-57.97,82.4,16.11
489,monrovia,98.0,LR,1584213789.0,77.0,6.3,-10.8,83.64,11.68
491,bagrami,0.0,AF,1584213850.0,45.0,34.49,69.27,44.6,3.36
492,petatlan,40.0,MX,1584213850.0,52.0,17.52,-101.27,89.6,12.75
495,burla,99.0,IN,1584213850.0,75.0,21.5,83.87,70.14,12.73
496,shakhtinsk,30.0,KZ,1584213850.0,85.0,49.71,72.59,32.0,8.95
497,atambua,97.0,ID,1584213335.0,89.0,-9.11,124.89,73.74,3.71
498,wanning,98.0,CN,1584213592.0,94.0,18.8,110.4,72.12,5.66
499,pundaguitan,3.0,PH,1584213851.0,80.0,6.37,126.17,78.78,12.17
500,makasar,90.0,ID,1584213851.0,100.0,-5.14,119.42,75.2,2.24
501,bundaberg,20.0,AU,1584213780.0,77.0,-24.85,152.35,68.0,9.17
502,kirkuk,100.0,IQ,1584213851.0,94.0,35.47,44.39,52.86,9.42
503,cockburn town,40.0,TC,1584213851.0,61.0,21.46,-71.14,80.6,12.75
504,tual,100.0,ID,1584213591.0,78.0,-5.67,132.75,81.48,12.53
505,san javier,40.0,ES,1584213852.0,82.0,37.81,-0.84,60.8,3.36
506,byron bay,75.0,AU,1584213852.0,93.0,-28.65,153.62,68.0,14.99
507,arsikere,7.0,IN,1584213852.0,35.0,13.31,76.26,75.36,6.91
508,jiayuguan,100.0,CN,1584213726.0,23.0,39.82,98.3,37.38,10.27
509,margate,20.0,GB,1584213852.0,93.0,51.38,1.39,48.99,13.87
510,ravenna,75.0,IT,1584213852.0,76.0,44.42,11.98,55.4,5.82
511,oranjestad,40.0,AW,1584213853.0,62.0,12.52,-70.03,86.0,14.99
512,biograd na moru,89.0,HR,1584213853.0,37.0,43.94,15.45,53.01,10.29
513,ranong,0.0,TH,1584213853.0,84.0,9.97,98.63,79.5,6.89
514,jackson,75.0,US,1584213580.0,79.0,42.42,-122.83,45.0,3.36
515,muramvya,100.0,BI,1584213853.0,90.0,-3.27,29.61,60.24,3.24
516,namibe,85.0,AO,1584213467.0,75.0,-15.2,12.15,76.44,7.67
517,chengde,0.0,CN,1584213781.0,54.0,40.97,117.94,32.88,7.58
518,tambun,20.0,ID,1584213854.0,83.0,-6.26,107.07,79.0,3.36
519,altay,0.0,CN,1584213854.0,39.0,47.87,88.12,18.48,6.93
521,napier,9.0,NZ,1584213854.0,87.0,-39.48,176.92,56.28,8.16
522,rehoboth,0.0,NA,1584213854.0,21.0,-23.32,17.08,77.88,16.78
524,tura,100.0,IN,1584213309.0,68.0,25.52,90.22,69.06,9.24
525,muli,64.0,MV,1584213665.0,67.0,2.92,73.57,84.54,8.01
526,bam,100.0,IR,1584213855.0,15.0,29.11,58.36,73.38,7.23
527,trelew,0.0,AR,1584213663.0,24.0,-43.25,-65.31,69.6,12.08
528,carballo,20.0,ES,1584213855.0,87.0,43.21,-8.69,55.99,4.7
529,jeremie,23.0,HT,1584213855.0,62.0,18.65,-74.12,77.7,6.55
530,bobcaygeon,1.0,CA,1584213855.0,64.0,44.55,-78.54,41.0,14.99
531,toccoa,90.0,US,1584213585.0,62.0,34.58,-83.33,64.0,4.7
532,berlevag,100.0,NO,1584213856.0,67.0,70.86,29.09,24.06,16.98
533,cravo norte,52.0,CO,1584213856.0,25.0,6.3,-70.2,100.02,8.93
534,pingzhuang,9.0,CN,1584213856.0,65.0,42.04,119.29,27.3,10.27
535,deputatskiy,0.0,RU,1584213856.0,97.0,69.3,139.9,-34.26,1.07
536,havoysund,100.0,NO,1584213750.0,67.0,71.0,24.66,19.4,14.99
537,alofi,100.0,NU,1584213423.0,88.0,-19.06,-169.92,82.4,5.82
538,lata,0.0,PT,1584213729.0,76.0,40.16,-8.33,57.99,11.41
539,limoges,27.0,FR,1584213857.0,76.0,45.75,1.33,50.0,5.82
540,tiznit,82.0,MA,1584213742.0,70.0,29.58,-9.5,58.98,5.95
541,guadalupe y calvo,53.0,MX,1584213784.0,33.0,26.1,-106.97,66.9,9.1
542,necochea,67.0,AR,1584213418.0,72.0,-38.55,-58.74,70.0,11.01
543,chuzhou,0.0,CN,1584213857.0,69.0,32.32,118.3,46.0,9.71
544,leshukonskoye,100.0,RU,1584213858.0,93.0,64.9,45.76,18.84,10.02
545,griffith,90.0,US,1584213858.0,80.0,41.53,-87.42,39.0,5.82
546,llaillay,26.0,CL,1584213858.0,57.0,-32.85,-70.97,88.0,14.99
547,phan thiet,96.0,VN,1584213858.0,88.0,10.93,108.1,71.22,6.35
548,tigil,85.0,RU,1584213753.0,79.0,57.8,158.67,14.7,22.62
549,kilindoni,80.0,TZ,1584213773.0,76.0,-7.91,39.67,84.9,9.91
551,den helder,90.0,NL,1584213859.0,76.0,52.96,4.76,50.0,14.99
552,mersing,6.0,MY,1584213859.0,83.0,2.43,103.84,82.4,6.93
553,mitsamiouli,75.0,KM,1584213737.0,94.0,-11.38,43.28,80.6,2.24
554,watsa,98.0,CD,1584213859.0,94.0,3.04,29.54,70.14,4.85
555,biryusinsk,100.0,RU,1584213859.0,92.0,55.96,97.82,30.0,7.14
556,cusuna,12.0,HN,1584213859.0,69.0,15.85,-85.23,81.66,10.83
557,shelburne,75.0,CA,1584213860.0,64.0,44.08,-80.2,35.6,10.29
558,hami,87.0,CN,1584213700.0,31.0,42.8,93.45,36.66,2.91
559,komsomolskiy,0.0,UZ,1584213723.0,65.0,40.43,71.72,50.0,6.93
560,aksarka,100.0,RU,1584213744.0,90.0,66.56,67.8,6.24,18.99
561,santa helena de goias,28.0,BR,1584213860.0,68.0,-17.81,-50.6,83.28,5.3
562,cayenne,90.0,GF,1584213204.0,62.0,4.93,-52.33,86.0,11.41
563,limoeiro do norte,100.0,BR,1584213860.0,78.0,-5.15,-38.1,83.82,6.33
565,ndele,13.0,CF,1584213769.0,12.0,8.41,20.65,84.0,3.47
566,betong,91.0,TH,1584213861.0,99.0,5.77,101.07,71.04,2.19
567,iranshahr,100.0,IR,1584213704.0,23.0,27.2,60.68,71.6,6.93
568,namatanai,100.0,PG,1584213750.0,75.0,-3.67,152.43,82.2,6.26
569,kununurra,0.0,AU,1584213685.0,83.0,-15.77,128.73,80.6,4.7
570,san juan de los lagos,40.0,MX,1584213862.0,17.0,21.25,-102.3,82.4,6.76
571,sretensk,0.0,RU,1584213862.0,80.0,52.25,117.71,-0.24,2.51
572,jieshi,60.0,CN,1584213645.0,63.0,22.81,115.83,66.99,5.57
573,guerrero negro,0.0,MX,1584213862.0,61.0,27.98,-114.06,65.28,7.31
574,wladyslawowo,0.0,PL,1584213862.0,68.0,54.79,18.4,33.01,3.36
575,sungairaya,92.0,ID,1584213862.0,96.0,0.7,108.9,75.18,2.39
576,san quintin,5.0,MX,1584213863.0,69.0,30.48,-115.95,62.04,9.55
577,wairoa,13.0,NZ,1584213653.0,95.0,-39.03,177.37,50.52,4.56
578,orbetello,5.0,IT,1584213863.0,100.0,42.44,11.22,50.0,3.36
579,linxia,61.0,CN,1584213863.0,35.0,35.6,103.21,34.5,1.63
580,chilmari,100.0,BD,1584213863.0,72.0,25.56,89.67,69.6,7.45
581,rio brilhante,0.0,BR,1584213863.0,33.0,-21.8,-54.55,92.1,8.81
582,usinsk,100.0,RU,1584213863.0,89.0,65.99,57.53,9.84,14.12
584,bratsk,100.0,RU,1584213824.0,98.0,56.13,101.61,32.0,4.47
585,kerchevskiy,93.0,RU,1584213864.0,86.0,59.95,56.29,30.72,7.0
586,imeni poliny osipenko,16.0,RU,1584213864.0,90.0,52.42,136.49,0.48,4.79
587,meihekou,83.0,CN,1584213864.0,54.0,42.53,125.68,28.2,10.89
588,kuytun,100.0,RU,1584213864.0,98.0,54.34,101.5,28.74,2.75
589,corowa,0.0,AU,1584213865.0,87.0,-36.03,146.38,51.8,4.7
590,palmerston,75.0,AU,1584213865.0,88.0,-12.49,130.98,84.0,16.11
591,okato,0.0,NZ,1584213865.0,71.0,-39.2,173.88,50.0,5.99
592,huilong,44.0,CN,1584213324.0,40.0,31.81,121.66,55.0,8.25
593,amazar,0.0,RU,1584213865.0,84.0,53.86,120.88,-9.96,3.96
594,la macarena,100.0,CO,1584213865.0,66.0,2.18,-73.78,82.56,3.13
